Mean_NDSM,SCI_NM,CMMN_NM,CON_DEC,Specie,names,min,max,avg,std,ske,kur,p05,p25,p50,p75,p90,c00,int_min,int_max,int_avg,int_std,int_ske,int_kur,int_p05,int_p25,int_p50,int_p75,int_p90
579.6304348,Cryptomeria japonica,Japanese cryptomeria,0,,754,1.38,12.29,5.06,2.56,0.94,2.82,2.3,3.19,3.85,6.54,9.6,221,3082,32767,16255,7701.61,-0.03,1.88,4422,9782,16214,22421,26666
771.8596491,Cryptomeria japonica,Japanese cryptomeria,0,,2851,1.6,11.88,5.86,2.9,0.53,1.96,2.18,3.69,4.65,8.44,10.67,143,2680,28408,10756,7708.5,0.64,1.98,3082,3886,7370,16281,23128
349.3333333,Cryptomeria japonica,Japanese cryptomeria,0,,8861,1.37,4.66,2.79,1.02,0.21,1.83,1.38,2.21,2.52,3.64,4.25,29,4288,29480,17113,7247.19,-0.07,2.03,5414,12194,18090,20368,26880
2759.206107,Platanus occidentalis,American sycamore,1,4,10,1.49,38.69,26.31,5.85,-0.73,4.75,17.38,23.19,26.32,30.86,33.97,171,2680,21172,5811,3231.54,2.14,8.47,2948,3752,4556,6767,10184
1289.693038,Acer platanoides,Norway maple,1,1,17,1.38,29.78,9.15,5.51,0.99,4.21,2.1,5.28,8.11,12.65,15.14,1224,0,32767,11459,9052.34,0.86,2.27,3082,4154,6700,19028,26800
817.3928571,Quercus rubra,Red oak,1,2,21,4.91,11.88,7.24,2.16,1.08,2.93,4.93,6.13,6.55,8.07,10.61,14,2546,5628,3599,861.8,0.86,2.97,2546,3082,3350,4154,4516
1130.684211,Quercus rubra,Red oak,1,2,46,1.59,22.96,8.86,5.65,0.96,2.6,3.01,4.86,6.65,12.59,18.4,283,2546,29346,7475,6595.92,1.69,4.59,2827,3618,4288,7571,19403
1247.140884,Quercus rubra,Red oak,1,2,52,1.37,25.13,8.43,4.73,0.97,4.25,2.18,4.48,9.11,10.44,12.65,818,2412,32767,11712,8621.75,1.1,3.05,3082,5226,8442,16314,26228
1109.88764,Acer platanoides,Norway maple,1,1,55,1.37,15.82,9.35,3.49,-0.86,3.46,1.43,7.99,10.21,11.14,13.13,130,2412,32767,5638,5218.57,3.8,18.14,2680,3216,4020,5594,8871
815.2394366,Acer platanoides,Norway maple,1,1,61,1.43,11.63,7.41,2.51,-0.87,3.22,1.5,5.77,7.95,9.19,10.09,118,2278,32767,5048,4776.55,4.84,27.4,2680,3216,3886,5058,6566
365.2708333,Cryptomeria japonica,Japanese cryptomeria,0,,9607,1.37,6.38,2.89,1.18,1.2,3.85,1.62,2.03,2.63,3.2,4.79,104,3752,28810,16580,6173.83,-0.36,2.31,5152,13132,17219,21574,23678
1240.380952,Pinus strobus,White pine,0,7,68,1.96,16.53,10.39,3.59,-0.25,2.09,4.07,7.25,11.1,12.91,15,419,2814,29078,14061,7282.04,0.23,1.86,4020,7638,13668,20033,24710
655.6440678,Cercis species,Redbud,1,5,75,3.35,11.79,5.57,1.12,2.42,12.74,4.33,4.85,5.44,5.93,6.72,300,2680,7638,4219,917.74,1.08,4.2,3082,3584,4020,4824,5494
740.3855422,Acer platanoides,Norway maple,1,1,78,1.52,12.44,7.08,2.87,-0.66,2.29,1.9,5.51,7.88,9.17,10.13,346,2546,32767,9519,7946.18,1.88,5.57,3082,4288,7303,10050,24740
1103.646409,Ilex opaca,American Holly,0,8,83,1.37,22.18,9.8,6.56,0.27,1.54,1.66,3.8,7,15.71,19.04,831,0,32767,10169,7301.97,1.15,3.4,3216,4288,7370,14271,21842
608.3846154,Acer platanoides,Norway maple,1,1,84,1.42,13.46,5.29,2.87,0.57,2.13,1.71,2.74,4.83,7.8,9.67,190,2814,31304,11972,8200.95,0.59,1.97,3276,4690,9112,18592,24204
512.5853659,Pinus strobus,White pine,0,7,89,1.87,6.89,4.79,1.39,-0.43,2.26,2.26,3.83,4.96,5.88,6.54,78,3886,27872,15785,6566.85,-0.08,1.95,4422,10552,16013,20904,24870
986.4375,Taxodium distichum,Bald cypress,0,6,99,1.43,13.67,7.41,3.55,-0.1,1.65,1.64,4.36,8.42,10.4,11.8,161,2680,22244,5587,3866.1,2.72,10.49,2948,3618,4154,5762,9782
749.1111111,Acer platanoides,Norway maple,1,1,108,1.37,13.57,6.61,2.37,0.95,3.65,4.26,5.07,5.93,7.48,10.71,90,2680,32767,4559,3818.23,5.95,40.58,2874,3216,3752,4422,5775
1315.142857,Cercis canadensis,Eastern redbud,1,5,113,1.45,19.48,11.76,5.4,-0.53,1.94,1.87,6.78,13.58,16.16,17.76,477,2546,28274,5918,4659,2.9,11.13,3082,3618,4288,5628,10157
2210.790816,Platanus occidentalis,American sycamore,1,4,115,1.42,34.08,18.52,10.79,-0.28,1.62,2.05,7.36,21.11,27.41,32.26,295,2412,20770,5490,3511.43,2.4,8.41,2948,3484,4154,5628,9407
1524.051903,Taxodium distichum,Bald cypress,0,6,116,1.47,27.29,12.12,5.65,0.15,2.86,2.02,8.3,12.36,15.19,19.49,573,2546,22914,5359,2656.94,2.18,8.97,3082,3752,4288,5896,8710
1133.790123,Juniperus virginiana,Eastern red-cedar,0,10,128,3.35,16.64,9.67,3.21,-0.01,2.15,4.55,7,10.07,12.31,13.79,388,2814,29346,13169,7509.35,0.37,1.87,3618,6130,11859,19296,24294
942.1590909,Taxodium distichum,Bald cypress,0,6,129,4,13.68,8.23,2.58,0.26,1.9,4.96,5.89,8.24,10.33,11.33,59,2680,12596,4452,1918.76,2.03,7.79,2814,3216,3886,5293,6378
1459.93617,Cedrus deodora,Deodar cedar,0,9,131,2.29,27.15,11.82,5.53,0.76,3.09,4.1,7.75,10.27,16,18.76,485,2278,31304,9991,7285.97,1.03,2.81,3109,4288,6834,14472,22056
891.9433962,Ulmus parvifolia,Chinese elm,1,3,133,3.02,12.22,7.26,2.27,0.31,2.4,3.68,5.88,6.9,8.61,10.75,93,2546,32767,7816,8100.79,1.89,5.1,2814,3484,4288,6164,24198
2113.708861,Pinus strobus,White pine,0,7,134,1.75,25.2,17.22,4.64,-1.05,4.15,6.59,15.71,17.94,19.86,22.43,631,0,29212,11106,6274.99,0.68,2.68,3350,5896,10050,15276,20502
1591.075,Taxodium distichum,Bald cypress,0,6,149,1.78,22.77,13.89,7.13,-0.6,1.82,2.22,3.92,15.65,20.34,21.4,45,2546,15678,6170,3375.36,1.23,3.59,2841,3752,5226,7638,10425
416.8852459,Ilex opaca,American Holly,0,8,150,1.41,6.15,3.74,1.55,0.07,1.36,1.76,2.21,3.49,5.22,5.77,225,3484,32767,17699,8207.89,-0.16,1.77,4824,10318,18626,24254,28301
906.2531646,Ulmus parvifolia,Chinese elm,1,3,157,3.81,11.44,8.2,1.84,-0.22,2.14,5.21,6.82,8.27,9.62,10.62,111,2680,6834,3921,954.17,1.16,3.86,2814,3216,3618,4422,5092
1129.609272,Ulmus parvifolia,Chinese elm,1,3,187,1.89,14.15,10.54,3.16,-1.36,4.17,2.35,9.51,11.51,12.94,13.5,289,2546,13802,4389,1577.15,2.29,11.12,2814,3350,4020,4958,6191
841.3571429,Ulmus parvifolia,Chinese elm,1,3,191,1.39,11.59,7.51,2.74,-0.35,2.11,2.78,5.63,7.82,9.83,11.09,110,2412,10050,3874,1052.86,2.47,13.09,2948,3216,3618,4154,4985
921.9727273,Ulmus parvifolia,Chinese elm,1,3,192,1.62,13.38,8.64,2.71,-0.53,2.88,2.57,6.99,8.72,10.85,11.97,204,2680,29346,5535,4687.99,3.57,15.37,2948,3618,4288,5226,6834
825.7321429,Ulmus parvifolia,Chinese elm,1,3,201,2.29,11.53,7.07,2.45,-0.15,1.84,3.09,4.94,7.3,8.98,10.27,269,2546,15276,4946,2256.88,2.29,8.9,2814,3618,4288,5360,7397
959.8431373,Ulmus parvifolia,Chinese elm,1,3,207,1.39,13.85,7.02,3.92,0.34,1.54,1.82,4.12,4.92,11.1,12.6,174,2680,32767,11709,10014.2,0.77,1.89,3082,3752,5628,22410,27832
1555.412162,Pinus strobus,White pine,0,7,214,1.41,23.9,10.49,5.69,0.61,2.33,2.66,6.4,8.78,14.69,19.62,783,2412,28542,7206,5529.67,1.76,5.4,2814,3618,4690,8576,15517
1427.867769,Pinus strobus,White pine,0,7,216,1.39,35.78,9.05,9.29,1.31,3.37,1.81,2.75,4.27,18.04,24.07,515,2412,28766,10755,6880.55,0.75,2.45,3216,4690,8978,15410,21386
521.6146789,Pinus strobus,White pine,0,7,217,1.38,8.96,4.55,1.74,0.68,2.59,2.23,3.49,3.98,5.73,7.4,262,3082,29078,14092,6560.87,0.45,2.41,4422,9514,13266,18090,24750
892.7333333,Quercus rubra,Red oak,1,2,239,1.37,20.45,6.64,5.7,1.05,2.67,1.87,2.71,3,11.2,16.58,388,2546,32767,14446,10972,0.35,1.44,3082,3886,9715,26228,30035
1270.303797,Ulmus parvifolia,Chinese elm,1,3,240,2.71,15.37,11.59,3.32,-0.9,2.81,5.01,9.54,12.7,14.39,14.91,145,2546,16080,4624,1908.56,2.99,16.44,2814,3350,4288,5226,6432
438.3809524,Cryptomeria japonica,Japanese cryptomeria,0,,9614,1.45,6.28,3.93,1.37,-0.15,2.21,1.6,3.19,3.95,4.87,5.91,43,4154,28006,14939,6864.86,0.13,1.94,5092,9782,14204,19564,24040
795.6666667,Acer platanoides,Norway maple,1,1,245,2.58,10.65,7.33,1.66,-0.54,3.73,4.88,6.51,7.33,8.13,9.28,83,2680,8174,4259,1325.88,1.33,4.13,2948,3216,3886,4623,6003
1334.692308,Platanus occidentalis,American sycamore,1,4,252,1.96,20.54,9.43,4.72,0.35,2.27,2.77,5.65,8.94,12.74,16.26,872,0,32767,9999,6987.66,1.34,4.38,3156,4556,7839,13165,19551
1487.753086,Quercus rubra,Red oak,1,2,255,1.51,24.42,10.25,5.37,0.99,2.99,3.69,6.97,8.88,10.79,19.38,133,2546,27738,9760,7060.19,0.87,2.47,3082,3886,6566,15946,20716
1609.111765,Taxodium distichum,Bald cypress,0,6,257,1.37,26.37,12.12,8.7,-0.04,1.28,1.63,2.44,14.42,20.32,22.51,334,2814,32767,8252,5924.32,1.68,5.53,3082,4020,5963,10552,16897
459.7241379,Cryptomeria japonica,Japanese cryptomeria,0,,9617,1.78,7.07,4.05,1.25,0.38,2.22,2.31,3,3.91,4.88,5.84,107,3484,28810,15325,7256.17,-0.02,1.92,4194,9045,15276,20971,25353
769.3333333,Ulmus parvifolia,Chinese elm,1,3,280,2.95,13.22,6.24,3.28,0.94,2.43,3.12,3.81,4.61,7.4,12.31,31,2546,8174,3903,1124.19,2.19,8.28,2814,3350,3752,3953,5092
736.3877551,Ilex opaca,American Holly,0,8,288,1.55,11.07,6.29,2.19,0.22,2.6,3.07,4.69,6.22,7.74,9.26,95,3082,29480,14083,7727.95,0.14,1.83,3484,7102,13802,20703,24522
1761.921053,Quercus rubra,Red oak,1,2,291,1.51,21.64,17.13,3.59,-2.37,9.78,9.23,16.64,17.89,18.94,20.29,46,2546,10988,4681,2224.63,1.54,4.33,2713,3249,3819,4991,7906
1434.962963,Platanus occidentalis,American sycamore,1,4,301,2.86,19.17,11.72,3.59,0,2.26,6.24,8.83,11.88,14.18,16.64,254,2814,28542,10731,6018.47,0.76,2.95,3350,5762,9514,14807,19095
1440.8875,Picea abies,Norway Spruce,0,,261,1.39,21.96,11.03,5.18,0.18,2.17,2.93,6.97,10.9,14.56,18.34,304,2680,27872,9741,5472.73,0.9,3.22,3484,5092,8442,13299,17554
1659.071429,Picea abies,Norway Spruce,0,,305,1.49,22.81,12.31,5.49,-0.16,2.03,3.15,7.88,12.99,16.18,19.25,1040,0,28274,8585,4755.37,0.96,3.58,3216,4690,7370,11691,15557
672.54,Taxodium distichum,Bald cypress,0,6,314,3.19,9.23,5.83,1.74,0.3,1.74,3.65,4.19,5.58,7.27,8.44,83,2948,9380,4466,1198.55,1.73,6.53,3350,3618,4154,5025,5869
684.870229,Ulmus parvifolia,Chinese elm,1,3,315,1.41,12.16,4.96,2.44,0.45,2.83,1.74,2.47,5.43,6.56,7.36,579,2546,30035,14034,8729.75,0.3,1.59,3216,6030,11390,22399,26559
706.9714286,Juniperus virginiana,Eastern redcedar,0,10,319,1.37,10.17,5.65,2.26,-0.22,2.39,1.55,3.97,6.12,6.66,8.98,178,3082,32767,17717,8033.46,-0.06,1.88,5072,10887,17822,24421,27690
703.2295082,Ilex opaca,American Holly,0,8,325,1.93,13.59,4.86,2.29,1.9,6.87,2.43,3.59,4.36,5.42,8.26,113,2680,29078,12564,8004.97,0.41,1.91,3082,4422,11792,18492,24308
1114.493333,Pinus strobus,White pine,0,7,335,1.38,17.34,8.69,4.98,-0.06,1.57,1.81,3.79,9.24,12.86,15.06,418,0,32767,12655,7631.84,0.55,2.36,3350,5896,11524,17956,23690
1177.732558,Cedrus deodora,Deodar cedar,0,9,336,1.39,18.6,9.78,4.77,-0.24,1.97,1.69,6.29,10.12,13.65,15.7,538,2546,32767,14159,7896.46,0.37,2.06,3752,7135,13199,20468,25634
523.4868421,Acer palmatum,Japanese Maple,1,1,341,1.37,6.76,4.83,1.08,-0.63,3.12,2.74,4.22,5.01,5.61,6.03,149,2412,14338,5214,1738.72,1.86,8.65,3216,4154,4824,5896,6995
1124.995192,Ulmus parvifolia,Chinese elm,1,3,346,1.37,16.68,9.59,4.06,0.1,2.06,2.8,6.86,8.95,13.24,15.64,526,2546,32767,5122,4420.5,4.47,23.79,2814,3350,4020,5092,6700
1676.374741,Pinus strobus,White pine,0,7,347,1.47,26.15,14.75,6.65,-0.2,1.87,3.89,8.51,15.77,19.95,23.45,1237,2412,32767,9824,7264.47,0.98,2.79,2948,3886,6566,14807,21762
1108.135417,Ulmus parvifolia,Chinese elm,1,3,349,4.9,16.28,9.85,2.58,0.08,2.52,5.79,7.82,9.9,11.6,12.87,129,2680,7772,3947,1005.7,1.38,4.91,2814,3216,3618,4422,5387
2007.708738,Pinus strobus,White pine,0,7,363,1.95,31,18.3,9.37,-0.41,1.53,3.61,7.41,21.81,26.66,28.85,662,0,29480,13667,7762.33,0.35,1.89,3618,6566,12596,20100,25326
1696.153061,Acer platanoides,Norway maple,1,1,373,1.46,21.96,15.39,4.69,-0.77,3.36,6.94,12.29,16.14,19.59,20.88,175,2546,15946,4919,2148.62,2.41,10.17,3082,3618,4288,5226,7450
707.2415459,Taxodium distichum,Bald cypress,0,6,390,1.48,10.14,6.42,2.17,-0.48,2.4,2.24,5.05,6.71,8.08,9.14,536,2680,32767,9093,8263.22,1.55,3.94,3082,4020,5226,8978,24723
2395.932836,Acer platanoides,Norway maple,1,1,397,1.68,30.08,21.13,5.86,-0.89,3.73,11.1,17.46,22.37,25.69,28.17,242,2278,19698,4712,2453.81,2.84,14.18,2814,3216,3886,5494,7491
1644.644231,Quercus rubra,Red oak,1,2,398,1.52,22.15,12.67,6.35,-0.32,1.75,1.95,6.3,13.53,18.22,20.38,200,2814,32767,6663,6050.15,2.79,10.4,3216,3752,4422,6063,12837
1249.117647,Acer platanoides,Norway maple,1,1,404,3.51,15.66,10.17,3.38,-0.43,2.04,4,7.28,11.24,12.84,13.79,38,2680,12060,4397,1737.36,2.53,10.9,2928,3350,3953,4656,6378
1137.402899,Ilex opaca,American Holly,0,8,408,1.37,17.99,9.2,4.86,0.19,1.72,2.58,4.56,8.5,13.81,16.18,2750,2546,32767,10383,7583.29,1.02,2.75,3216,4556,6834,16076,22793
1463.700521,Pinus strobus,White pine,0,7,423,1.37,25.43,13.11,6.61,-0.05,1.74,3.06,7,14,18.84,21.77,1054,0,32767,14266,7444.97,0.11,1.87,3618,7537,14338,20736,24080
1514.744186,Pinus strobus,White pine,0,7,425,1.41,27.43,15.04,7.23,-0.04,1.69,4.9,8.46,16.04,21.4,24.63,744,0,32767,9631,6198.55,1.27,4.02,3618,4958,7236,12730,19122
2150.818182,Quercus rubra,Red oak,1,2,426,1.76,27.95,22.24,5.93,-2.51,9.02,9.93,21.69,23.21,25.36,27.15,30,3350,9112,4681,1341.82,1.8,5.8,3410,4020,4355,4757,6177
658.712963,Cercis canadensis,Eastern redbud,1,5,427,1.55,9.13,6.04,1.71,-0.27,2.68,3.34,4.99,5.89,7.48,8.41,206,2814,11122,4643,1309.16,1.61,6.95,3216,3752,4355,5360,6164
1942.940639,Taxodium distichum,Bald cypress,0,6,429,1.52,26.42,17.39,5.77,-0.62,2.83,6.07,14.17,17.82,22.28,24.59,762,0,32573,11982,7128.31,0.6,2.3,3484,5628,10586,17118,22780
2193.308511,Juniperus virginiana,Eastern red-cedar,0,10,430,1.45,33.93,14.77,9.47,0.11,1.6,2.07,6.44,16.17,23.45,27.24,165,2412,16348,5503,2413.28,1.79,7.14,3216,3886,4690,6968,8603
811,Ilex opaca,American Holly,0,8,435,1.39,12.14,5.46,2.53,0.59,2.58,2.1,3.4,4.89,7.16,9.14,735,2546,32767,9371,8065.2,1.26,3.27,2948,3752,4958,13668,23075
2213,Quercus rubra,Red oak,1,2,450,3.02,26.39,20.03,5.5,-1.36,4.46,9.85,18.06,22.03,23.21,25.61,31,2546,10184,4275,1633.25,2.04,7.29,2680,3216,3886,4556,5628
1876.130252,Quercus rubra,Red oak,1,2,453,1.37,35.14,9.87,8.46,0.97,2.54,2.36,3.51,4.67,16.83,23.4,746,0,32767,9959,6516.69,0.78,2.72,2948,4288,7638,15008,19162
2236.921788,Pinus strobus,White pine,0,7,455,1.46,31.07,18.27,8.46,-0.37,1.7,5.73,9.28,20.95,25.22,27.91,1225,0,32767,13595,8230.77,0.4,1.92,3216,6030,12462,19883,26228
580.3947368,Pinus strobus,White pine,0,7,460,1.37,7.58,5.12,1.53,-0.91,3.41,1.56,4.67,5.07,6.36,6.77,355,2814,32767,14688,7108.38,0.29,2.19,4154,8978,14338,20636,24784
1438.741935,Ilex opaca,American Holly,0,8,464,1.37,20.76,9.1,5.2,-0.18,1.97,1.53,1.93,10.55,13.09,14.67,422,2412,27604,9057,6414.13,1.19,3.32,3082,4154,6432,12060,20046
2454.7,Platanus occidentalis,American sycamore,1,4,468,1.39,35.24,20.09,9,-0.62,2.17,3.16,13.91,23.52,26.88,29.97,1423,2546,18492,5385,2610.23,1.85,6.81,2948,3618,4556,6164,8844
1321.042553,Acer platanoides,Norway maple,1,1,472,1.39,19.38,12.48,4.1,-0.44,2.4,5.09,9.7,12.92,16.09,17.45,377,2412,13132,4665,2079.3,1.84,6.15,2814,3350,3886,5092,7906
715.2911392,Acer platanoides,Norway maple,1,1,481,1.39,12.03,7.02,2.55,-0.09,1.86,3,4.63,6.89,9.4,10.25,630,2278,27738,6795,5864.74,1.81,4.66,3082,3618,4288,5762,19028
1509.562814,Platanus occidentalis,American sycamore,1,4,489,1.82,21.19,12.3,4.78,-0.48,2.19,3.94,9.03,13.05,16.02,17.88,570,2412,29480,6954,6366.67,2.01,5.88,2814,3484,4154,5728,17862
606.7659574,Acer platanoides,Norway maple,1,1,490,1.51,9.96,5.25,2.49,-0.07,1.83,1.6,2.64,5.58,7.07,8.46,113,2680,32767,7504,7336.97,2.58,8.74,3028,3752,4690,7370,13480
1624.146032,Acer platanoides,Norway maple,1,1,496,1.38,26.31,14.19,6.27,-0.41,2.13,3.07,9.57,15.51,19.02,21.75,519,2412,27336,5416,3313.47,2.58,11.65,2814,3484,4288,5896,10050
374.4285714,Cercis species,Redbud,1,5,499,2.86,4.21,3.75,0.36,-1.16,4.47,3.22,3.68,3.8,3.83,4.21,11,3484,6432,4532,870.11,0.79,2.73,3618,3819,4422,5092,5226
1525.413374,Cedrus deodora,Deodar cedar,0,9,500,1.41,21.5,12.72,5.5,-0.47,2.04,2.86,8.27,14.18,17.08,19.28,682,2412,32767,7584,6209.58,1.71,4.89,2948,3752,4690,8107,18760
1702.775362,Picea abies,Norway Spruce,0,,306,1.37,25.03,12.5,7.22,0.1,1.76,1.68,5.6,12.35,19.57,22.91,1094,0,32767,8515,7181.25,1.73,5.27,2948,3752,5226,10988,18988
578.4,Quercus rubra,Red oak,1,2,508,4.57,6.84,5.53,1.01,0.37,1.1,4.62,4.84,5.02,6.38,6.66,5,3216,4154,3698,362.05,-0.11,1.46,3270,3484,3752,3886,4047
347.4285714,Ilex opaca,American Holly,0,8,514,2.73,3.71,3.36,0.22,-0.98,4.88,3.14,3.26,3.34,3.47,3.63,18,3082,4958,3916,654.14,0.27,1.58,3082,3484,3752,4556,4770
990.0852713,Platanus occidentalis,American sycamore,1,4,531,1.38,12.31,7.56,3.04,-0.4,1.86,1.86,4.07,8.29,10.21,10.99,288,2546,32767,7843,6166.71,1.94,6.67,2948,3752,5092,10619,15946
1184.065421,Picea abies,Norway Spruce,0,,503,2.37,15.92,10.09,3.38,-0.24,2.06,4.19,7.65,10.05,13.2,14.27,276,2680,26532,10628,5582.95,0.68,2.73,3350,6030,9648,13802,19028
1008.594697,Cercis canadensis,Eastern redbud,1,5,540,1.37,17.32,8.17,3.25,0.22,2.44,2.89,5.9,7.84,10.65,12.42,1101,2814,32767,14800,8067.79,0.12,1.72,3886,6566,14874,21976,26228
870.923913,Juniperus virginiana,Eastern red-cedar,0,10,545,1.39,13.12,7.11,2.93,-0.48,2.32,1.55,5.01,7.38,9.71,10.49,289,2680,13668,5486,2661.54,1.24,3.61,2948,3484,4422,6968,9916
1204.990991,Juniperus virginiana,Eastern red-cedar,0,10,556,1.37,15.92,8.41,4.52,-0.24,1.61,1.55,4.56,9.97,12.42,13.99,373,2546,32767,8174,7297.86,1.79,4.84,3082,3886,4958,7906,22421
795.9135802,Cercis canadensis,Eastern redbud,1,5,581,2.46,15.21,5.98,2.67,2.04,6.46,3.84,4.53,5.23,5.83,10.38,201,2680,21842,9429,4981.33,0.47,2.1,3216,4824,8844,13400,16482
569.2173913,Cercis canadensis,Eastern redbud,1,5,594,1.38,6.56,4.89,1.59,-1.32,3.33,1.39,4.77,5.39,5.83,6.26,41,2814,26264,5278,4904.1,3.32,13.23,2948,3350,3752,4422,7236
840.8974359,Acer platanoides,Norway maple,1,1,609,2.65,12.91,7.48,2.22,0.03,1.87,4.36,5.33,7.53,9.35,10.46,168,2412,19564,5658,2183.54,2.74,17.09,3216,4154,5226,6867,7678
634.2631579,Acer platanoides,Norway maple,1,1,618,1.41,9.1,5.67,1.94,0.03,2.22,2.61,4.43,5.38,6.91,8.66,95,2948,17956,7071,3848.23,1.05,2.86,3350,4154,5494,8978,13480
646.6447368,Acer platanoides,Norway maple,1,1,628,1.6,8.55,5.5,2.18,-0.53,1.9,2,3.68,6.04,7.17,8.07,144,2412,32767,8818,10360.5,1.77,4.29,2814,3350,4154,6063,32767
838.0952381,Acer platanoides,Norway maple,1,1,642,1.38,11.11,5.68,3.54,-0.13,1.3,1.39,1.46,6.42,8.95,9.43,24,2680,31304,10935,10033,1,2.28,3370,3953,4891,17185,27566
602.5227273,Ilex opaca,American Holly,0,8,651,1.38,13.27,5.41,2.34,0.68,3.18,2.09,3.75,5.05,6.77,8.79,352,2680,29480,14076,8141.94,0.22,1.73,3752,5628,13735,21152,25326
349.0684932,Taxodium distichum,Bald cypress,0,6,652,2.16,9.63,3.19,0.78,7.55,62.57,2.84,3.08,3.16,3.19,3.22,146,2814,32767,26384,9438.13,-1.22,3.01,5795,21306,32767,32767,32767
354.4375,Cercis canadensis,Eastern redbud,1,5,677,2.74,4.01,3.44,0.35,-0.34,2.35,2.83,3.25,3.44,3.71,3.81,21,3216,9514,5768,1531.64,0.21,3.04,3216,4958,6030,6432,7370
1152.375,Quercus rubra,Red oak,1,2,695,5.9,15.15,11.86,2.65,-0.72,2.65,6.71,11.11,12,13.92,14.97,26,2546,6030,3664,810.18,1.2,4.24,2713,3115,3484,3886,4556
543.1153846,Ulmus parvifolia,Chinese elm,1,3,700,1.51,6.41,4.59,1.57,-1.07,2.77,1.54,4.24,5.07,5.52,6.08,42,2680,28810,5947,5794.93,3.07,11.24,3089,3618,4221,5025,8924
770.0869565,Picea abies,Norway Spruce,0,,533,1.65,12.32,6.6,2.29,0.43,2.45,3.33,5.18,6.04,8.22,10.11,368,2814,27336,10045,5186.81,0.7,2.81,3752,5594,9179,13601,17304
649.0967742,Acer platanoides,Norway maple,1,1,735,2.96,9.29,5.7,1.68,0.37,2.3,3.13,4.76,5.13,6.75,7.92,26,2814,10720,4247,1712.59,2.53,9.23,2981,3350,3819,4120,5494
684.8214286,Taxodium distichum,Bald cypress,0,6,745,4.09,8.6,6.47,1.37,0.04,1.65,4.79,5.38,6.25,7.54,8.15,16,2680,5762,3928,1124.02,0.75,1.92,2780,3048,3484,4522,5695
1292.531646,Quercus rubra,Red oak,1,2,751,1.37,19.83,9.53,4.54,0.49,2.23,3.58,5.68,8.45,12.99,16.46,381,2546,28810,9905,6400.79,0.95,2.88,3216,4824,7236,14807,19430
707.4022989,Acer platanoides,Norway maple,1,1,753,1.41,11.62,5.98,2.89,0.12,1.75,2.02,3.17,5.75,8.24,10.07,152,2680,31304,8926,8820.03,1.4,3.21,2888,3618,4556,8140,24959
557.8867925,Picea abies,Norway Spruce,0,,704,1.66,8.53,4.78,1.82,0.29,1.95,2.21,3.33,4.61,6.25,7.4,117,2948,29480,16743,6736.15,-0.23,2.22,5521,12596,17688,21306,25782
843.9484536,Pinus strobus,White pine,0,7,777,1.85,12.94,7.09,2.31,-0.07,2.64,3.11,5.91,7.02,8.72,10.28,288,2948,29346,13155,7014.78,0.33,2.01,4020,6566,13266,19028,22954
1865.511468,Quercus rubra,Red oak,1,2,785,1.37,25.3,13.45,5.9,-0.21,2.14,2.57,8.89,13.7,18.49,21.1,1702,0,32767,6635,4620.99,2.16,9.06,2814,3618,4824,8308,12462
651.35,Platanus species,Plane tree,1,4,789,1.41,9.41,5.07,1.55,0.66,2.68,3.15,3.89,4.59,6.09,7.46,216,2546,27470,4344,1937.6,8.03,94.71,2948,3350,3886,5092,5896
363,Platanus occidentalis,American sycamore,1,4,791,2.8,4.15,3.33,0.43,0.71,2.03,2.83,3.03,3.18,3.63,4.02,27,2948,9246,4531,1344.14,1.77,6.58,3082,3886,4288,4824,6271
370.24,Cercis species,Redbud,1,5,792,1.75,4.12,3.45,0.43,-1.8,8.46,2.92,3.32,3.55,3.69,3.77,33,3082,8576,4418,1191.25,1.5,5.5,3162,3618,4020,4958,5869
406.875,Cercis species,Redbud,1,5,796,1.48,4.39,3.72,0.76,-2.18,6.73,1.53,3.72,3.91,4.12,4.28,33,2948,32767,7029,7403.14,2.85,9.71,2948,4020,4958,5896,7343
1234.437908,Quercus rubra,Red oak,1,2,802,1.38,17.01,10.34,3.67,-0.57,3.05,1.46,8.08,10.56,12.96,15.04,309,2412,29078,4585,3728.33,4.91,28.91,2814,3216,3618,4154,5923
533.125,Acer platanoides,Norway maple,1,1,807,3.43,6.49,5.16,0.82,-0.62,2.41,3.58,4.72,5.29,5.73,5.87,35,2948,7504,4280,1062.07,1.2,4.13,3136,3417,4154,4690,5628
647.2346939,Quercus rubra,Red oak,1,2,822,1.67,12.3,5.82,2.55,0.38,2.55,1.96,3.82,5.54,7.59,9.21,126,2680,25460,7393,4809.63,1.25,4.31,3115,3618,4958,11457,14003
1303.142857,Taxodium distichum,Bald cypress,0,6,826,5.78,16.53,11.66,2.66,-0.1,2.24,7.11,9.8,12.01,13.12,15.47,328,2412,12864,5248,1872.33,0.89,3.69,2948,3718,4958,6432,7678
757.7432432,Ilex opaca,American Holly,0,8,831,1.46,16.54,7.5,4.31,0.74,2.06,2.75,4.07,5.62,11.13,14.47,568,0,32767,13847,8439.46,0.37,1.71,3752,5996,12060,21842,25674
1045.892857,Taxodium distichum,Bald cypress,0,6,835,1.53,16.75,9.47,3.15,0.19,2.7,4.61,7.42,8.99,11.55,14.12,192,2814,29480,8936,6100.67,1.46,4.14,3484,4824,6700,9815,19390
