Mean_NDSM,SCI_NM,CMMN_NM,CON_DEC,Specie,names,min,max,avg,std,ske,kur,p05,p25,p50,p75,p90,c00,int_min,int_max,int_avg,int_std,int_ske,int_kur,int_p05,int_p25,int_p50,int_p75,int_p90
981.5333333,Pinus strobus,White pine,0,7,2856,1.38,16.88,6.94,5.21,0.51,1.62,1.69,2.59,3.16,11.43,15.02,615,2680,28006,8996,4794.04,0.93,3.45,3216,5360,7906,11859,16294
1342.973684,Pinus strobus,White pine,0,7,2864,1.43,21.7,11.18,5.25,0.06,2.11,2.58,6.76,10.82,15.18,19.1,394,2814,27202,9267,5478.7,0.92,3.05,3303,4690,7504,12730,17514
1645.294737,Pinus strobus,White pine,0,7,2865,2.37,24.13,14.28,5.05,-0.68,3.15,3.14,11.95,15.15,17.49,20.13,354,2546,32573,11425,6819.23,0.83,2.82,3618,5762,9514,15946,22408
2087.44898,Pinus strobus,White pine,0,7,2866,1.65,27.7,12.36,6.28,0.52,2.52,3,8.23,10.64,16.31,21.48,191,2412,21976,5994,3099.09,1.72,7.2,2814,3685,4958,7638,9514
1290.464668,Taxodium distichum,Bald cypress,0,6,2868,1.37,20.84,10.05,5.25,0.29,1.92,2.67,5.66,9.34,14.33,17.95,1939,0,29346,9385,7321.73,1.17,3.1,2948,4020,5762,13735,22137
876.5159574,Taxodium distichum,Bald cypress,0,6,2871,1.5,15.38,6.84,2.77,0.68,3.25,2.53,5.07,6.4,7.99,10.91,598,2546,14740,4759,1509.71,1.42,6.61,2948,3752,4288,5628,6968
575.1967213,Taxodium distichum,Bald cypress,0,6,2883,2.3,8.96,4.92,1.61,0.8,2.58,2.92,3.78,4.41,5.91,7.57,179,2814,32767,18104,11381.5,0.02,1.4,3618,5628,18224,31304,32767
961.1311475,Quercus rubra,Red oak,1,2,2884,1.38,16.25,6.76,3.7,0.58,2.77,1.76,4.17,6.43,8.1,13.06,248,2412,32767,6833,7726.52,2.6,8.4,2814,3350,4020,5527,15986
1598.828571,Pinus strobus,White pine,0,7,2886,1.69,23.77,13.89,5.12,-0.36,2.29,5,10.23,14.32,17.98,20.2,491,0,29346,10535,6495.02,0.94,3.06,3350,5092,8710,14338,20770
1218.528571,Taxodium distichum,Bald cypress,0,6,2887,1.87,18.28,9.4,5.03,-0.21,1.79,2.09,2.68,9.94,13.28,15.84,132,2412,11390,4315,1319.15,2.13,10.23,2888,3484,4154,4589,5896
1175.340541,Taxodium distichum,Bald cypress,0,6,2889,2.09,22.54,7.75,5.08,1.41,3.96,3.06,4.37,5.68,9.67,16.63,508,0,32767,10820,8706.1,0.92,2.49,2948,3886,5896,17755,24959
2816.011111,Taxodium distichum,Bald cypress,0,6,2893,3.25,36.15,23.27,8.47,-1,3.29,4.86,21.1,24.98,28.75,32.71,165,2546,25326,5172,2871.99,3.07,17.82,2814,3350,4288,6030,8201
1622.292683,Ilex opaca,American Holly,0,8,2901,1.52,24.88,11.84,5.82,0.04,1.94,2.99,7.73,11.15,16.3,19.61,703,2680,26800,6294,3939.44,2.13,8.01,3082,3752,4824,7236,11229
1697.074074,Pinus strobus,White pine,0,7,2905,1.37,26.57,13.96,7.57,-0.13,1.68,2.05,7.74,14.07,20.79,23.87,962,0,32767,14104,7666.52,0.24,1.86,3618,7001,13668,20368,25058
1798.785714,Quercus rubra,Red oak,1,2,2910,1.37,28.38,13.96,7.59,0.38,1.71,4.29,8,9.73,22.53,25.07,645,2546,32767,9533,8140.5,1.46,3.85,3082,3886,5896,11926,25996
1821.688372,Pinus strobus,White pine,0,7,2911,1.51,27.15,13.39,6.67,-0.09,1.95,2.69,8.54,13.37,18.98,22.02,1936,0,32767,11843,6960.47,0.64,2.39,3350,5762,10050,16616,22421
2420.283105,Pinus strobus,White pine,0,7,2912,1.37,37.35,16.79,11.04,0.1,1.6,3,4.39,16.92,27.31,31.39,650,2412,32767,8298,7233.02,1.64,4.55,2874,3618,4958,10150,21199
2222.523702,Cercis canadensis,Eastern redbud,1,5,2913,1.37,32.08,15.42,8.7,0.08,1.79,2.3,7.57,14.91,22.83,27.26,2338,0,29346,7267,5493.21,1.76,5.46,2948,3752,4824,8576,16214
1681.312057,Taxodium distichum,Bald cypress,0,6,2916,1.39,27.12,14.46,8.64,-0.23,1.57,2.12,4.02,16.1,22.1,25.4,315,2412,27470,6069,4882.58,2.55,9.21,2948,3484,4154,5762,12274
885.6708075,Platanus occidentalis,American sycamore,1,4,2917,1.42,20.48,6.3,4.09,1.56,4.76,2.12,3.84,4.85,8.01,12.57,369,2412,29346,9249,7941.22,1.21,3.03,2814,3618,4958,12864,22914
977.6655518,Taxodium distichum,Bald cypress,0,6,2918,1.37,16.66,6.34,3.78,0.38,2.38,1.5,2,6.51,8.8,11.57,688,2546,32573,8037,7374.26,1.6,4.23,2948,3484,4288,9648,22150
1528.555556,Platanus occidentalis,American sycamore,1,4,2919,1.37,24.19,11.51,6.17,-0.08,1.98,1.54,6.14,12.17,16.83,19.28,712,0,31304,5739,4422.14,2.79,11.66,2814,3350,4288,5929,10439
1348.988235,Pinus strobus,White pine,0,7,2920,1.37,22.96,11.25,5.89,0.1,1.68,2.58,5.81,11,16.79,18.94,3363,0,32767,14640,8110.6,0.2,1.78,3752,6834,14338,21842,25862
776.9934211,Juniperus virginiana,Eastern red-cedar,0,10,2921,1.37,14.36,6.69,2.81,0.09,2.33,2,4.66,6.62,8.85,10.58,986,2680,32767,14076,7993.49,0.41,2.06,3752,6700,12931,20502,25527
1847.269841,Ulmus parvifolia,Chinese elm,1,3,2927,1.93,28.88,17.81,8.48,-0.69,2.1,3.01,13.05,20.06,24.53,26.87,430,2814,29212,11224,6714.45,0.86,2.74,3752,5762,9179,15376,21721
651.7,Quercus rubra,Red oak,1,2,2935,1.68,10.7,5.34,2.21,0.49,2.84,1.94,3.81,5.13,6.47,8.12,66,2814,22646,4956,2987.14,3.79,20.44,3082,3484,4154,5058,7035
419.7307692,Thuja occidentalis,Abrovitae,0,,3966,2.48,5.4,3.86,0.73,0.1,1.99,2.69,3.29,3.78,4.49,4.87,104,2814,30035,9641,7511.67,1.35,3.44,3484,4556,6231,12763,23309
532.8723404,Thuja occidentalis,,0,,4026,1.37,11.77,4.09,1.58,1.35,9.22,1.47,3.21,4.2,4.9,5.3,224,2814,32767,19657,7546.29,-0.69,2.48,4824,14874,21842,25225,28194
2064.146067,Quercus rubra,Red oak,1,2,2950,7.73,26.25,18.18,4.31,-0.28,2.14,11.21,14.94,18.52,21.86,23.71,217,2546,7370,3870,995.9,1.19,4.26,2680,3082,3618,4288,5360
2086.466102,Quercus rubra,Red oak,1,2,2951,1.37,24.5,17.3,7.4,-1.3,3.23,1.48,15.51,20.56,22.63,23.22,430,2412,27604,4747,3325.34,3.73,19.46,2680,3216,3752,4690,7383
1967.214286,Quercus rubra,Red oak,1,2,2953,1.38,24.04,17.45,5.89,-1.5,4.61,1.7,16.05,19.21,21.38,23.07,372,2412,24522,4563,3332.68,3.72,17.52,2680,3082,3618,4422,6151
1571.835443,Quercus rubra,Red oak,1,2,2957,2.68,23.69,12.87,4.57,0.26,2.55,6.19,10.09,12.52,15.98,19.9,103,2412,15946,4899,2468.68,2.52,10.54,2827,3350,4020,5561,7477
1924,Pinus strobus,White pine,0,7,2961,1.38,29.7,17.36,8.1,-0.54,2.01,2.85,8.75,20.29,23.4,26.8,857,2680,32767,14666,7171.94,0.27,2.06,4154,8710,14204,19966,24959
2019.360465,Pinus strobus,White pine,0,7,2965,1.38,30.5,12.17,8.02,0.51,2.24,1.73,5.94,11.13,17.33,24.77,284,0,25594,8253,5177.69,1.07,3.56,3082,3986,6566,11256,15812
684.0322581,Taxodium distichum,Bald cypress,0,6,2968,1.37,8.74,5.84,1.67,-0.57,2.86,2.86,4.79,6.22,6.98,8.03,333,2546,27872,5549,4398.74,3.57,15.72,3082,3618,4288,5360,7075
1918.875,Platanus occidentalis,American sycamore,1,4,2970,1.37,31.24,14.56,9.07,0.18,1.74,1.8,5.95,13.91,22.92,27.19,273,2546,28140,7561,6032.2,1.76,5.21,2948,3752,4824,8442,16750
1395.775,Quercus rubra,Red oak,1,2,2981,5.77,22.11,13.56,4.09,-0.08,2.37,7.1,11.05,13.64,16.43,18.32,33,2680,15678,4231,2337.1,3.69,18.14,2680,3082,3752,4556,5789
1144.784483,Taxodium ascendens,Pond cypress,0,6,2982,1.38,17.75,10.39,4.12,-0.15,1.94,3.9,6.76,11.04,13.95,15.92,354,0,29480,15012,7335.96,0.06,1.89,3886,9011,15075,20904,25326
1291.208029,Taxodium distichum,Bald cypress,0,6,2989,1.37,23.36,9.87,5.83,0.36,1.72,2.85,4.7,9.46,15.3,18.34,562,2412,29480,9524,7273.03,0.98,2.66,2948,3752,5762,15142,21306
1832.47619,Quercus rubra,Red oak,1,2,2994,1.44,28.31,11.63,7.14,0.43,2.53,1.48,6.49,11.31,15.75,22,53,2546,27738,6333,5200.44,2.73,10.74,2814,3484,4422,6834,10023
1650.552381,Taxodium distichum,Bald cypress,0,6,3006,1.51,24.28,11.23,6.69,0.33,1.89,2.28,5.85,9.89,16.7,21.49,462,2412,32573,6630,5821.82,2.4,8.35,2814,3350,4288,6968,13641
1725.345291,Taxodium distichum,Bald cypress,0,6,3010,1.45,25.15,12.22,6.8,0.35,1.59,3.49,6.62,9.63,19.18,22.13,767,0,28542,7036,4886.86,1.4,5.23,2680,3216,4556,11256,13266
979.5158371,Taxodium distichum,Bald cypress,0,6,3011,1.38,18.33,7.61,2.84,0.12,3.37,2.78,6,7.88,9.23,10.83,558,2412,31304,8191,6095.65,1.47,4.71,2948,3752,5159,12194,15142
1651.016949,Quercus rubra,Red oak,1,2,3017,1.4,20.84,13.95,4.83,-0.97,3.23,2.91,10.5,15.69,17.17,18.64,121,2546,28274,4849,4635.78,3.85,17.39,2680,3216,3484,4154,6030
1310.285714,Cercis canadensis,Eastern redbud,1,5,3025,2.65,21.41,11.45,5.81,-0.2,1.65,3.27,4.31,13.05,15.76,19.02,184,2546,17688,4163,1910.72,3.85,22.34,2700,3216,3752,4422,5588
319.2619048,Acer platanoides,Norway maple,1,1,3026,1.61,4.6,3.14,0.74,0.07,2.4,2.02,2.66,3.05,3.52,4.19,62,2680,32573,13829,10137,0.37,1.51,3350,4020,10988,23711,28515
582.212766,Acer platanoides,Norway maple,1,1,3028,1.64,7.21,4.29,1.93,-0.23,1.62,1.73,1.79,4.71,5.74,6.72,53,2546,32767,6649,6479.11,2.39,8.28,2760,3484,3886,7236,16482
581.3076923,Acer platanoides,Norway maple,1,1,3029,1.52,8.69,4.59,1.87,-0.15,2.52,1.61,3.96,4.68,5.6,6.77,35,2814,16214,5184,3247.5,1.9,5.59,2908,3484,3752,4690,10908
583.5945946,Taxodium distichum,Bald cypress,0,6,3035,3.09,7.93,5.38,1.3,0.54,2.08,3.53,4.6,4.95,6.46,7.41,69,2814,13132,4267,1487.49,3.36,19.34,2948,3350,4020,4556,5601
724.6333333,Quercus rubra,Red oak,1,2,3039,3.25,10.66,6.81,2.12,0.4,2.28,4.28,5.44,6.1,7.99,9.81,15,2680,4690,3797,657.76,-0.45,1.83,2774,3417,4020,4288,4502
676.1538462,Cercis canadensis,Eastern redbud,1,5,3040,1.83,11.91,4.95,2.19,1.53,6.51,2.11,3.9,4.91,5.42,6.39,18,2948,6164,4139,932.79,0.84,2.61,3062,3484,3953,4489,5668
735.6865672,Acer platanoides,Norway maple,1,1,3043,3.58,8.76,6.97,1.19,-0.53,2.53,4.7,6.11,7.11,7.91,8.45,176,2680,7504,4199,940.74,0.91,3.63,2948,3484,3953,4824,5427
556.8518519,Acer platanoides,Norway maple,1,1,3054,1.42,6.42,3.91,2.06,-0.13,1.31,1.44,1.47,4.05,5.99,6.34,17,2948,32767,8425,8751.59,1.69,4.64,3162,3618,3886,12730,18908
723.2073171,Acer platanoides,Norway maple,1,1,3058,1.7,8.72,6.21,1.16,-0.08,3.35,4.47,5.47,6.12,6.91,7.97,160,2546,16080,3944,1240.36,6.15,58.6,2948,3350,3752,4288,4958
560.7142857,Taxodium distichum,Bald cypress,0,6,3062,3.25,6.24,5.16,0.72,-0.88,3.83,3.41,4.9,5.19,5.59,6.08,52,2412,4556,3523,533.59,0.3,2.26,2754,3216,3350,3886,4409
795.32,Taxodium distichum,Bald cypress,0,6,3064,1.44,9.1,7.03,1.61,-1.52,5.92,4.27,6.13,7.4,8.22,8.64,114,2546,32767,5442,4423.15,4.75,27.95,2901,3618,4154,5628,7598
550.3796296,Acer platanoides,Norway maple,1,1,3078,1.52,9.7,6.96,1.81,-0.9,2.99,4.09,6.08,7.57,8.1,9,291,2814,32767,22659,10377.4,-0.54,1.84,4221,14472,26228,32767,32767
657.6346154,Ulmus parvifolia,Chinese elm,1,3,3080,3.27,8.53,6.08,1.2,-0.41,2.64,3.78,5.38,6.08,6.89,7.61,84,2814,7638,4411,1015.24,0.88,3.65,3082,3618,4422,4857,5816
821.8461538,Ulmus parvifolia,Chinese elm,1,3,3087,5.34,10.73,7.83,1.42,0.21,2.6,5.51,6.95,7.76,8.74,9.71,38,2546,5494,3844,750.36,0.1,2.15,2774,3350,3886,4422,4824
487.0740741,Taxodium distichum,,0,6,3095,1.5,6.3,4.13,1.16,0.09,2.16,2.26,3.37,3.87,5.27,5.74,65,2948,12998,6989,2492.57,0.39,2.37,3484,5092,6700,8710,10479
1609.671642,Cedrus deodora,Deodar cedar,0,9,3099,2.66,19.85,14.39,3.61,-0.69,3.01,7.82,12.38,14.92,17.4,18.63,224,2680,27738,4995,2734.15,5.61,42.55,3216,3618,4489,5360,6392
554.1923077,Acer platanoides,Norway maple,1,1,3119,1.38,8.26,4.5,2.04,-0.14,1.89,1.49,2.38,4.73,5.95,6.87,21,2680,28006,7842,8073.17,1.49,3.45,2948,3350,3886,4824,22378
1650.859155,Quercus rubra,Red oak,1,2,3133,1.39,20.96,12.66,5.21,-0.7,2.7,1.73,9.33,13.43,16.68,18.58,320,2546,32767,5166,4792.56,3.96,19.44,2814,3216,3752,4690,7638
528.0181818,Acer platanoides,Norway maple,1,1,3137,1.45,10.66,4.57,1.43,0.57,4.28,2.42,3.43,4.61,5.45,6.16,555,2546,32767,7345,3364.53,1.68,10.33,3350,4690,6834,9514,11336
453.1818182,Platanus species,Plane tree,1,4,3139,2.71,6.37,4.08,1.1,0.76,2.42,2.91,3.18,3.84,4.56,5.87,22,3350,5092,3935,528.85,0.9,2.8,3350,3618,3819,4154,4904
1089.694915,Taxodium distichum,Bald cypress,0,6,3143,1.49,16.42,8.48,3.35,0.5,2.42,3.63,6.03,7.06,10.97,13.89,184,2546,29212,10702,7766.58,0.49,1.63,3082,3752,6030,18793,21360
1208.53125,Taxodium distichum,Bald cypress,0,6,3150,1.48,16.5,10.58,3.22,-0.65,3.46,5.59,8.48,10.67,12.89,14.53,172,2680,24656,5338,3215.63,2.92,13.51,2948,3618,4154,5628,8429
1273.703704,Acer platanoides,Norway maple,1,1,3151,4.14,17.67,11.53,2.64,-0.04,3.09,7.17,10.04,11.18,13.41,14.94,158,2680,11256,4376,1443.44,2.1,8.71,2948,3350,3953,4690,6298
778.1568627,Taxodium distichum,Bald cypress,0,6,3155,3.58,10.06,7.15,1.75,0.03,1.92,4.71,5.73,7.02,8.49,9.76,95,2680,20368,11161,4434.39,-0.15,2.09,3752,7772,11390,14472,16428
1040.3,Acer platanoides,Norway maple,1,1,3162,1.38,16.26,9.76,3.24,-0.17,2.25,5.39,6.35,10.56,11.92,12.98,70,2546,17286,3978,1814.59,5.81,42.23,2740,3216,3618,4254,4837
728.5090909,Acer platanoides,Norway maple,1,1,3165,1.37,9.11,6.17,1.88,-0.97,3.58,1.41,5.1,6.7,7.42,8.22,76,2546,16214,4020,2167.88,4.06,20.7,2680,3082,3484,4020,4958
372.25,Cercis canadensis,Eastern redbud,1,5,3167,1.38,3.94,3.31,0.78,-1.89,5.04,1.4,3.34,3.56,3.77,3.82,16,3082,26228,6924,5741.5,2.6,8.73,3484,4355,5092,6365,10653
905.3018018,Taxodium distichum,Bald cypress,0,6,3174,1.37,15.31,8.35,4.32,-0.12,1.72,2.05,3.82,8.5,11.88,14.01,431,2546,32767,11400,7846.09,0.93,2.85,3216,4757,8710,16616,23718
2061.447826,Cercis canadensis,Eastern redbud,1,5,3176,3.49,28.44,19.76,5.76,-1.44,4.6,4.38,17.81,21.02,23.79,25.14,344,2412,16076,5263,2277.95,1.95,7.02,3082,3886,4556,5762,8308
766.2459016,Ulmus parvifolia,Chinese elm,1,3,3177,3.11,9.54,7.13,1.48,-0.63,2.34,4.58,6.08,7.69,8.32,8.64,102,2680,6700,4055,847.89,0.96,4,2948,3484,3886,4522,5079
355.4181818,Ilex opaca,American Holly,0,8,3181,1.89,4.23,3.37,0.5,-0.89,3.41,2.33,3.19,3.42,3.71,3.91,194,3216,32767,22655,9072.97,-0.75,2.37,4730,17621,24959,30035,32767
376.0204082,Ilex opaca,American Holly,0,8,3184,2.13,4.53,3.6,0.48,-0.57,3.11,2.8,3.27,3.66,3.92,4.16,188,3082,32767,22340,7285.9,-1.15,3.61,4824,21090,23690,27497,29118
588.0363636,Quercus rubra,Red oak,1,2,3189,2.69,7.48,5.43,0.85,-0.15,3.35,4.14,4.87,5.56,5.95,6.42,133,3216,10318,5237,1479.35,1.01,3.97,3430,4154,5092,6030,7370
580.6304348,Quercus rubra,Red oak,1,2,3190,1.44,8.78,4.91,2.19,0.08,1.55,2.17,2.64,4.97,6.92,7.94,107,2546,15678,4968,2417.73,1.92,7.01,2814,3350,4154,5762,8094
343.125,Cercis species,Redbud,1,5,3201,2.04,5.01,3.18,0.66,0.8,3.48,2.26,2.81,2.98,3.54,4.08,28,2948,6298,4164,899.22,0.57,2.51,2995,3450,4020,4824,5213
1193.913514,Ulmus parvifolia,Chinese elm,1,3,3202,1.78,14.71,10.01,3.07,-0.35,2.18,4.81,8.01,10.05,12.7,13.89,686,2546,14070,4451,1689.16,2.18,9.08,2814,3350,3953,4958,6499
791.9259259,Ulmus parvifolia,Chinese elm,1,3,3205,1.52,9.22,6.97,2.21,-1.29,3.62,1.61,6.06,7.7,8.64,8.92,104,2680,30035,5130,4277.78,4.33,22.42,2834,3484,4154,4857,6258
895,Cercis canadensis,Eastern redbud,1,5,3210,1.37,13.75,7.68,2.61,-0.11,2.79,3.19,6.56,7.44,9.67,10.7,114,2680,22780,5087,2697.78,3.18,18.28,3082,3383,4154,5862,7973
630,Taxodium distichum,Bald cypress,0,6,3213,4.42,7.68,5.62,0.95,0.69,2.42,4.49,4.83,5.37,6.33,6.84,19,2680,4690,3357,584.9,0.84,2.65,2680,2948,3216,3685,4208
527.9565217,Taxodium distichum,Bald cypress,0,6,3216,1.39,6.67,4.94,1.06,-1.07,4.73,3.39,4.48,4.98,5.92,6.03,34,2546,32767,4850,5058.63,5.08,28.12,2807,3216,3819,4489,5896
1188.748252,Acer platanoides,Norway maple,1,1,3235,1.71,23.74,10.19,5.27,0.46,2.34,3.15,6.37,8.99,13.74,17.53,693,0,29480,10037,6389.55,0.9,3.02,3082,4556,8174,14472,19618
1802.598039,Quercus rubra,Red oak,1,2,3237,1.37,29.11,15.94,9.04,-0.49,1.78,1.5,7.35,19.25,22.94,25.73,726,2278,32767,10587,10135.3,1.08,2.51,2814,3484,4556,17922,27939
655.9833333,Acer platanoides,Norway maple,1,1,3241,1.39,10.1,5.28,2.44,0.27,1.87,2.12,2.88,5.18,7.35,8.62,70,2680,28810,7871,7834.39,1.55,3.88,2814,3350,3752,7939,21489
864.0392157,Quercus rubra,Red oak,1,2,3257,4.08,11.85,7.12,2.6,0.15,1.48,4.16,4.36,7.87,9.47,10.42,55,2680,32767,14157,13498.3,0.57,1.37,2908,3551,4422,32670,32767
747.8550725,Cedrus deodora,Deodar cedar,0,9,3259,1.82,12.49,6.28,2.6,0.38,2.17,2.62,4.17,5.97,8.17,10.21,650,2680,28810,12051,6834.35,0.46,2.13,3350,5896,10854,17330,21855
922.3838384,Quercus rubra,Red oak,1,2,3276,1.39,15.28,8.08,3.14,0.09,2.38,2.88,5.94,7.78,10.23,12.55,152,2680,19430,4225,1954.66,4.5,29.81,2888,3216,3752,4321,5628
1168.152439,Quercus rubra,Red oak,1,2,3284,1.39,20.23,9.44,4.04,0.42,3.08,1.71,6.83,8.69,11.96,15.72,215,2546,29346,5285,4054.98,3.67,17.03,2948,3484,4154,4958,7316
1995.875,Platanus occidentalis,American sycamore,1,4,3299,1.4,29.06,14.4,9.17,-0.08,1.37,2.1,4.13,16.45,23.03,25.71,775,0,29480,8466,6632.46,1.44,3.93,2948,3886,5494,10318,20314
790.5,Ulmus parvifolia,Chinese elm,1,3,3316,4.5,9.76,7.5,1.14,-0.29,2.42,5.73,6.56,7.65,8.45,8.93,131,2546,7370,3969,887.99,1.29,5.32,2814,3350,3886,4422,4958
952.4285714,Taxodium distichum,Bald cypress,0,6,3324,2.33,11.87,8.98,2.19,-1.52,5.15,2.61,8.07,9.47,10.52,11.14,915,2412,22244,7192,3300.8,1.52,6.2,3216,4824,6566,8710,11068
660.2066116,Ulmus parvifolia,Chinese elm,1,3,3331,1.41,10.75,5.39,1.79,-0.48,3,1.54,4.4,5.68,6.56,7.56,276,2412,32767,6209,4485.3,3.61,18.67,3082,3886,4891,6834,9246
387.5789474,Taxodium distichum,Bald cypress,0,6,3340,3.1,4.65,3.65,0.35,0.9,4.11,3.15,3.45,3.56,3.8,4.05,23,3216,5628,4346,743.7,-0.04,1.69,3350,3685,4422,4958,5172
695.6582278,Ulmus parvifolia,Chinese elm,1,3,3341,2.83,11.44,6.15,1.57,0.91,4.67,3.98,5.08,6.03,7.13,7.8,260,2546,10720,4501,1395.43,1.37,5.43,2814,3484,4154,4991,6432
1296.065,Juniperus virginiana,Eastern redcedar,0,10,3343,1.99,24.4,9.5,6.04,0.82,2.56,3.07,4.3,7.24,13.99,18.09,471,2412,28944,12020,7612.89,0.32,1.67,3082,4422,10988,19363,22421
599.3673469,Acer platanoides,Norway maple,1,1,3348,4,10.18,5.52,1.24,1.68,6.62,4.38,4.57,5.21,5.93,6.99,65,3082,9648,4719,1356.96,1.63,5.62,3350,3886,4288,5360,6057
637.3928571,Taxodium distichum,Bald cypress,0,6,3351,1.68,11.59,5.3,2.57,0.34,2.14,1.92,2.75,5.28,7.33,8.41,58,2680,10318,4452,1679.68,1.7,5.4,2948,3350,4020,4656,6740
1342.636842,Taxodium distichum,Bald cypress,0,6,3376,2.72,20.42,12.03,4.06,-0.1,2.08,5.18,8.86,12.51,15.41,17.2,307,2412,27497,5213,2897.52,3.05,18.12,2948,3350,4154,6030,8844
313,Cercis species,Redbud,1,5,3379,2.61,3.34,2.94,0.24,0.38,1.79,2.66,2.75,2.9,3.11,3.27,12,3216,7370,4913,1313.34,0.29,1.99,3216,3819,4891,5628,6472
1154.652174,Quercus rubra,Red oak,1,2,3384,4.9,15.22,10.51,3.01,-0.11,1.99,5.5,8.51,10.48,13.19,14.6,58,2680,12730,4639,2179.82,1.79,5.84,2814,3082,3752,5226,7772
1907.124498,Ulmus parvifolia,Chinese elm,1,3,3386,1.37,27.41,13.09,7.41,0.1,1.84,2.61,6.25,12.92,18.6,23.83,987,2412,27738,6132,4048.67,2.13,8.34,2814,3484,4556,7504,11256
372.9090909,Cercis species,Redbud,1,5,3394,3.34,3.88,3.71,0.21,-0.86,1.99,3.4,3.62,3.79,3.86,3.88,6,2546,5896,3752,1189.51,0.86,2.4,2613,2981,3618,3953,4958
640.1272727,Quercus rubra,Red oak,1,2,3398,1.86,11.21,5.12,2.54,0.57,2.21,2.26,2.6,4.69,6.49,8.64,57,2814,32767,9819,8377.25,1.36,3.82,3055,3484,6030,12060,25374
944.1269841,Platanus species,Plane tree,1,4,3404,2.75,16.16,7.27,3.5,0.98,2.99,3.26,4.79,6.37,8.71,12.86,88,2680,28542,7160,6248.19,1.71,4.91,2948,3350,4154,7839,17527
1528.280992,Cercis canadensis,Eastern redbud,1,5,3407,1.37,19.38,11.55,5.38,-0.33,1.73,3.75,7.27,12.59,16.33,18.07,264,2546,32767,7920,7341.81,1.67,4.57,2814,3350,4288,9648,21494
365.1764706,Cercis species,Redbud,1,5,3408,1.56,3.89,2.96,0.86,-0.84,1.88,1.58,1.93,3.4,3.56,3.63,26,2814,32767,10380,11512.5,1.29,2.7,3517,3886,4154,6264,32767
1231.994872,Platanus occidentalis,American sycamore,1,4,3446,1.49,20.5,10.04,4.91,0.32,1.8,3.78,6.94,7.91,14.94,16.69,466,2680,32767,11881,9717.68,0.98,2.46,3350,4288,6968,18056,28877
478.483871,Platanus occidentalis,,1,4,3452,2.32,5.83,4.15,1.01,-0.29,1.92,2.54,3.23,4.47,4.79,5.48,29,2412,6834,4034,978.39,1.06,3.93,2921,3350,3886,4422,5333
949.3809524,Quercus rubra,Red oak,1,2,3454,4.75,13.73,8.69,2.44,0.32,1.96,5.4,7.01,7.84,10.68,11.78,40,2948,7236,3980,1046.88,1.84,5.5,3082,3350,3618,4020,5280
559.5882353,Quercus rubra,Red oak,1,2,3471,3.41,8.95,5.08,1.52,1.03,3.01,3.56,3.94,4.37,5.99,6.98,32,2814,6700,3819,728.4,1.88,8.43,2948,3350,3685,4154,4543
1020.425532,Quercus rubra,Red oak,1,2,3473,3,16.25,9.34,3,-0.34,2.45,4.12,6.05,10.76,11.12,11.97,41,2546,20904,4543,3018.69,4.28,22.38,2814,3350,3886,4422,6164
954.0120482,Taxodium distichum,Bald cypress,0,6,3477,1.69,13.91,7.62,2.67,0.2,2.96,3.79,6.1,7.28,9.33,10.93,179,2412,32767,4239,3621.16,6.31,46.37,2680,3082,3618,4154,5360
1079.318966,Quercus rubra,Red oak,1,2,3481,1.8,16.24,9.65,3.32,0.04,2.18,5.02,6.83,9.38,12.32,14.15,162,2680,21574,4771,2256.64,3.83,23.63,3082,3618,4154,5092,6834
1528.916667,Quercus rubra,Red oak,1,2,3484,4.44,21.04,12.07,4.7,0.31,2.24,4.84,9.31,11.48,14.68,19.82,31,3082,8844,4331,1136.71,2.03,8.64,3216,3551,4020,5092,5360
769.4954128,Quercus rubra,Red oak,1,2,3508,3.37,10.92,7.03,1.91,0.44,2.13,4.52,5.43,6.62,8.37,9.91,106,2412,12462,4007,1340.96,2.94,16.74,2814,3216,3618,4422,5293
961.8780488,Quercus rubra,Red oak,1,2,3510,4.88,13.64,8.88,2.25,0.32,2.32,5.37,7.22,8.7,10.38,12.51,70,2546,5226,3603,638.19,0.68,3.04,2814,3115,3484,3986,4435
1026.725806,Quercus rubra,Red oak,1,2,3512,4.11,13.48,9.11,2.47,0.18,1.95,5.83,7.26,8.4,11.35,12.62,53,2546,11658,4119,1540.47,2.92,13.07,2894,3350,3618,4288,5521
381.2,Cercis species,Redbud,1,5,3513,1.38,4.64,3.44,0.59,-0.85,5.99,2.85,3.13,3.43,3.73,4.09,33,2948,32767,5541,5066.72,4.82,26.07,3082,3618,4422,5494,6700
1469.512821,Quercus rubra,Red oak,1,2,3516,8.49,19.38,13.6,3.08,0.26,1.95,9.73,11.04,13.92,15.67,17.5,23,2680,6566,3577,805.46,2.27,8.9,2948,3149,3350,3886,4234
896.1333333,Quercus rubra,Red oak,1,2,3519,1.39,16.37,7.28,4.31,0.51,2.36,1.99,3.5,7.06,8.99,14.19,33,2814,21708,5855,5194.17,1.97,5.39,2948,3082,3752,4690,15356
1328.622807,Quercus rubra,Red oak,1,2,3523,2.67,19.87,11.82,4.53,-0.25,2.13,4.92,8.47,12.25,15.39,17.35,89,2680,11792,3973,1232.96,3.29,19.66,2814,3216,3752,4288,5226
